Video ID,Transcript,Topic,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Response_1,Response_2,Response_3,Response_4,Response_5,Response_6,Response_7,Response_8,Response_9,Response_10,Response_11,Response_12,Response_13,Response_14,Response_15,Problem
gWWXzJmT7cg,"My name is Susa Kamenshik. I'm an associate clinical professor at the University of Saskatchewan and I work at Regina General Hospital. The objective of this short talk is presentation how to do pudendal nerve block and how to do trigger point injections and injections to the pelvic floor. After ensuring informed consent from patient, patient is positioned in dorsal atotomy position with legs and stirrups. Equipment required for pudendal nerve block is following. Sterile gloves, mucus, povidone iodine or stanchaxidine, 10 cc controlled syringe, Iova Trampet, 20 gauge 15 cm spinal needle, regular spinal needle for transpirinal approach, 1% local anesthetic. Prior to doing pudendal nerve block you would like to be sure that the spinal needle is appropriate length. Spinal needle is introduced through Iova Trampet. Tip of the spinal needle should be 1.5 to 2 cm longer than Iova Trampet. Prior to performing pudendal nerve block we need to identify ischial spine first. Two fingers are introduced in vagina and then on the lateral vaginal wall there is a prominent which is ischial spine and if you gently push on this it will cause discomfort with patient. Ischial spine is marked with a pink marker on the side wall. Local anesthetic and spinal needles are ready. Iova Trampet for patient right side is mounted on the right hand of the surgeon with the opening on the top and tip of Iova Trampet is between two fingers. After placing lots of mucus, fingers are gently placed into vagina. After we identify ischial spine, trumpet needle is introduced. Tip of the trumpet needle is pointed at the ischial spine, moved 1 cm immediately and inferiorly and pushed gently against vaginal mucosa. Spinal needle is introduced through Iova Trampet until resistance is met. For the teaching purposes this is how long is tip of the needle outside Iova Trampet. The needle is further introduced 1.5 to 2 cm into tissue around pudendal nerve with an aspirated syringe to confirm there is no intravascular placement and then solution is then injected. Following injection spinal needle is slowly withdrawn leaving Iova Trampet in place and then Iova Trampet is removed slowly. I just injected 10cc of ampersand xylocaine to patient's right side. Now we are going to switch the side. Iova Trampet is placed in surgeon's left hand. Iova Trampet is introduced in vagina. Left ischial spine is found. Tip is placed 1 cm immediately and inferiorly and 10cc of ampersand xylocaine is injected again. Pudendal nerve block is now complete. You should wait 5 minutes and check how effective is your block.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
uFWk7ztMfj8,"This video will explain what to expect when you are getting your nerve block. Your anesthesiologist is a doctor who specializes in the relief of pain and administering anesthesia to patients having surgery. A nerve block is a type of anesthesia where the anesthesiologist injects numbing medication around a nerve or nerve bundle which will block the feeling of pain in part of your body. The nerve block may also cause weakness in the same area. Right before your surgery, your anesthesiologist will discuss the nerve block with you and answer any questions you may have. The nerve block is usually done right before your surgery. It may be performed in a special area or in the operating room. Your team will place monitors to watch your vital signs and give you extra oxygen to breathe during the procedure. Before beginning your nerve block, your anesthesia doctor will go through a safety checklist to confirm the right procedure is being done on the right patient. Once you have been placed in the proper position, your anesthesia doctor will be ready to begin the nerve block. Placing the nerve block will usually take 5 to 15 minutes. It will take longer if your doctor is placing a nerve block catheter. As your doctor begins the procedure, they may give you a small amount of medicine through your IV to help you relax during the procedure. The medicine will not knock you out. It is important for you to be awake during the nerve block so that you can follow any instructions and let the doctor know if you are feeling any pain or discomfort during the process. The next step is for your doctor to clean the area where the block will be placed with an antibacterial soap. Most nerves are just a few inches beneath the skin. Your doctor may use a special machine that uses sound waves to identify the nerve. Once the nerve has been located, the actual nerve block can begin. Your doctor will place a small amount of numbing medicine at the skin. Once your doctor has located the nerve with the ultrasound machine, they will then place a small blunt needle right next to the nerve. Please let your doctor know if you are feeling any discomfort, such as sharp or shooting pain. This will allow your doctor to adjust the location of the needle. Once the needle is properly positioned, the doctor will inject numbing medicine next to the nerve. Please let your doctor know if you are feeling any discomfort during the injection, ringing in your ears, a metal taste in your mouth, feeling dizzy, or anything else unusual. This may be due to problems with the injection. Once the nerve block is finished, many patients may feel the nerve block beginning to work after only a few minutes. It may take up to 45 minutes for the nerve block to reach its maximum effect. You may feel a numbness or tingling sensation, or even weakness in the muscles of the body part where the nerve block was placed as it begins to work. Certain surgeries may have strong pain for several days. Because a single injection of numbing medicine with a nerve block only lasts 8 to 24 hours after it is placed, you and your anesthesia doctor may decide that it would be best for you to have a nerve block catheter. A nerve block catheter is a very small tube, about the size of fishing line. It is placed through the needle so that it is next to your nerve. Numbing medicine may be given through the tubing for several days to make your nerve block last longer. Once the nerve block catheter is properly placed, the needle will be removed. Your doctor will use tape and other bandages to hold the catheter in place. They will inject the catheter with numbing medicine and ask you how you were feeling to help them detect any problems with the injection. After the first numbing medicine is injected, your doctor will hook up your catheter to a pump, which can drip a small amount of numbing medicine around the nerves for several days.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
Uf868YJ_0-Q,"Pudendal block Pudendal block Block of the pudendal nerves near the ischial spine of the pelvis to provide perennial anesthesia During obstetric procedures including vaginal birth during the second stage of labor, episiotomy, vaginal repairs, and anorectal surgeries such as hemorrhoidectomies. Parineum is the space between the anus and scrotum in male or between the anus and vulva in female. It is also safe and effective for urological procedures including transrectal ultrasound guided prostate biopsy, transurethral, prostatectomy, and catheter related bladder discomfort. Pudendal nerve is a mixed nerve both sensory and motor fibers mainly for the perineum and external genitalia in both sexes. It arises in the pelvic cavity from the sacral plexus S2 S4 leaves it through the greater sciatic foramen hooking around the ischial spine and enters the perineum through the lesser sciatic foramen. Procedure local anesthetic such as lidocaine or chloroprocaine is injected into the pudendal canal where the pudendal nerve is located. Lidocaine is usually preferred for this because it has a longer duration than chloroprocaine. It aims to block the nerve as it enters the lesser sciatic foramen one centimeter inferior and medial relative to the attachment of the sacros spinous ligament to the ischial spine. Anatomical approaches transvaginal approach common for obstetric and gynecological procedures. Transporineal approach for anorectal and urological procedures as well as for pudendal neuralgia in males. Uses ultrasound. Para rectal approach uses a nerve stimulator to elicit contractions of the external anal sphincter. Transgluteal approach they may be unilateral or bilateral. You",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
HCjtaJFgv6E,"Pudendal neuralgia and pudendal nerve block. Pudendal neuralgia is an important cause of chronic pelvic pain in both men and women and results from damage or irritation of the pudendal nerve. Pudendal nerve is one of the main nerves in the pelvis and originates from the sacral nerve roots. In the gluteal region, it runs between ligaments and close to the sciatic nerve before entering the Alcox canal. Pudendal nerve entrapment results from compression of the nerve during its course through the ligaments or the Alcox canal. Symptoms of pudendal nerve entrapment include pain in buttocks and genital areas, pain in the back passage and lower abdominal pain. Pain is typically aggravated by sitting and relieved by standing upright. Treatment options include lifestyle changes, rehabilitative approach including pelvic floor exercises and injections. Dr Krishna is highly experienced in performing pudendal nerve blocks. The injection is performed under real-time ultrasound guidance. Dr Krishna will initially numb the skin with a numbing medicine. He will then use an ultrasound machine to guide the needle accurately close to the pudendal nerve. Dr Krishna will eventually inject a mixture of local anaesthetic and steroid around the pudendal nerve. Pain relief from pudendal nerve injection can last several months, though this may not always be the case. Please contact Dr Krishna and his team if you have any further queries or visit our website on www.painspa.co.uk",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
qaKB1qKS1H0,"This is a Pudendal no block technique used for perianal and anole surgery. These are the material we use. Local anesthetic agent, anionine 0.5%, lignocaine with adenaline ready mix injection, 25 goes pinen needle 10cc syringe and 24 goes 1.5 inch needle. In lithotomy position at 3 o'clock position just lateral to the external sphincter. Inserted spinal needle 5 to 6 cm deep. 3cc of local anesthetic injected deep into the space and while withdrawing another 2cc is injected. Similarly at 9 o'clock position just lateral to the external sphincter, 6 cm deep spinal needle is inserted and 5cc of local anesthetic agent is injected. 3cc deep and 2cc while withdrawing. Then at 6 o'clock position into the deep posti anal space 4 to 5 cm of spinal needle is inserted deep and 4 to 5cc of local anesthetic agent is given. And then at 12 o'clock into the sphincter complex 3 to 4cc of solution is injected anteriorly. And then we inject circumferentially using 24 goes 1.5 inch needle. Total 30cc of local anesthetic agent is injected and we can use a blue-pray-orphan 0.5cc to increase the effect of the block and prolong action. This is in the subcutaneous plane all around anus infiltration is done using the solution. With the 24 goes 1.5 inch needle. The patient is under sedation the block is given under sedation. After giving sedation we wait for 10 minutes and then again we start the surgery again under the sedation. So patient remain under sedation and does not feel pain prick.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
1nSr_LjV0Xk,"So, mountain, straight line, that's your ilium, ring down, that's your greater sciatica foramen, along with your notch, greater sciatic notch, and that's where the only muscle that arrives in the greater sciatic notch is your piriformis, because it starts at S2, S3, S4, comes on, and then it inserts onto the superior posterior part of the facet of the greater glandum. So, it's like that. So, that's where you'll have your piriformis muscle. Once I do that, then I go down again, and you see this bit is round, so that's what you see, round ischium, when you see it go down, the round ischium then becomes straighter, and that's your ischial spine, because that's what you're looking for. So, do you see the surface? This is a round surface, when you come down, the surface becomes straight, and when you become straight surface, you have your ischial spine, and at the ischial spine, you have your sacrospinous ligament. So, your sacrospinous ligament, sacrotuberous is a thickening underneath of your gluteus maximus, so you have the ligaments like that, the pudendal artery is usually in that area, so you come sort of in plane like that, and put the needle there. So, you know, that's what, between the plane of your ischial, sort of in the supraspinous, sacrotuberous area. So, that's it. I'll show you the LFCN. I'll leave one allowed off the gastric. I will close, if that's okay.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
IpY79hQKlEk,"Good morning everybody, I am George Mjes from the St. Joseph University in Beirut, Lebanon. Today I am going to be presenting about laparoscopic transperitoneal pudendal nerve and artery release or pudendal entrapment syndrome. I have no conflict of interest. Pudendal nerves can be entrapped at different anatomical sites along with the pudendal artery. The two main entrapment locations remain between the sacrospinus and the sacrotuberous ligaments and the alcocanal. Pudendal nerve and artery entrapment is an underdiagnosed condition in clinical practice that causes mainly perineal pain and sexual dysfunction, but also urinary and rectal symptoms. Historically, and after failure of the conservative management, open invasive pudendal nerve decompression was done with poor outcomes and this is why the non-criteria which were put to standardize the diagnosis were very selective in order to minimize overtreatment by such an invasive approach. This was until the advent of laparoscopic pudendal release which allowed a minimally invasive surgery with an easy access and gentle blood-free dissection. This has therefore led to widening of surgical indications. The aim of our study was to assess the safety, feasibility and functional outcomes of laparoscopic transparitoneal pudendal nerve and artery release in patients with pudendal nerve entrapment syndrome with both a short and long-term follow-up. 235 patients with pudendal nerve entrapment were included in the study and they underwent laparoscopic transparitoneal pudendal nerve and artery release. Post-operative complications, according to the Clavian-Dendou classification, were recorded both on a short and long-term follow-up. Those are briefly the surgery steps. First, we developed the octorator space and we carried the dissection medially to the octorator vein. The coccygeous muscle fibers must be cut and released to have access to the ischial spine on which the surgeon's forceps pointing in Figure C. Finally, we arrived to the entry to the alcocanal. Here, we can clearly see the pudendal vein and artery entering the alcocanal. The pudendal nerve is lateral to the artery and not visible in the image. The goal of the surgery is to liberate the pudendal elements from the ischiatic spine to the alcocanal and transpose them medially. After assessing the post-operative outcomes in the total cohort, a prospective cohort of 32 patients was evaluated for functional outcomes before and at least 24 months after surgery. The main outcomes that were assessed are pernioidemia using visual analog scale, urinary symptoms using the urinary symptom profile, erectile function using the IIEF5, and bowel function using the patient assessment of constipation symptoms PAC-SYM score. The mean operative time per side was 33 minutes and the hospital length of stay was 2 days for the majority of patients. No significant blood loss and no serious clavian-dindo 3 and 4 post-operative complications were noted. Prenile or perineal paresthesia or hyperaesthesia was the most frequent post-operative complaint. However, it was transitory for 3 months after which all patients were free of symptoms. As for functional outcomes, perineal pain decreased significantly from a mean of VAS of 7 to a mean of 2. Erectile function improved significantly after surgery and we think it is most probably due to the artery entrapment since immediate results were seen after surgery. Constipation also decreased significantly after surgery. As for the urinary symptoms, improvement was only noted for the dysuria domain. No significant differences were found between before and after surgery or stress urinary incontinence and overactive bladder symptoms. So to conclude, laparoscopic pudendal nerve and artery release is both a fast and safe surgery with promising functional outcomes on pudendal neuralgia, erectile function, lower urinary tract symptoms and constipation. Thank you for your attention!",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
JRTcY3bN6c8,"I’m Dr. Andrew Elkwood, I am a plastic and reconstructive surgeon I specialize in in microsurgery of nerves and particularly in nerves of the pelvis so syndromes like a pudendal neuralgia, pelvic nerve entrapment and piriformis syndrome. Unfortunately not too many people either in the medical community or public at large really have a full grasp of pudendal neuralgia, it often goes undiagnosed or misdiagnosed undertreated. In edition it's a huge psychological stress for patients and sometimes in and of itself if it causes psychological issues. For the cause of pudendal neuralgia there are many from anything that is what we called idiopathic meaning you don't know why it happens. It can be certainly from childbirth, exercise trend towards riding- bike riding is terrific but racing bicycle seats can really be a problem if some of those see if they're not fitted properly, put all of the weight on the pudendal nerve and that's a terrible thing. Chronic constipation can be a problem any reason for straining whether be lifting or otherwise anything that would cause the veins in your forehead or in your neck to pop up cause can cause the veins in the pelvis to pop up and if those in large veins put pressure on a nerve, you can end up with pudendal neuralgia. Those are the typical causes. Post-radiation for cancer treatment can also be a cause. I would say post patients though are idiopathic in that we don't know what causes it but it's very much akin to a carpal tunnel in your wrist for carpal tunnel is compression of the median nerve which is the nerve that goes to the 3 and 1/2 thumb sided fingers and that nerve goes through a tight tunnel and if the nerves swell for whatever reasons than nerve gets pinched and you get into nerve problems. Alcott's canal in the pelvis is analogous to that it's a tight tunnel where the nerves in the column go through so the pathophysiology or how the disease develops is something that's well understood and the surgery is really aimed at that particular anatomy in the right patient population the surgery can be incredibly effective.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
48kkAh_J6nE,"It's a condition you don't hear about, but it's one that makes it impossible for some people to sit without severe pain. Our Dr. Karen Johnson tells us more in today's Focus on Health. After years of trying, Celeste Lip and her husband were ecstatic to finally have a baby girl. She's our miracle baby. As Celeste recovered from the pains of birth, she still experienced excruciating pain whenever she was sitting. She was frustrated by what was causing it. Usually with childbirth, it's actually the nerve being stretched between two ligaments, very broad, heavy ligaments. In cyclists, it's the same thing. Cyclists are very athletic, and the ligaments actually become enlarged, and the nerve becomes entrapped. Celeste finally learned she had pudendal nerve entrapment. This nerve sits between two ligaments just below the sacrum and provides control and sensation to the bladder, genitalia, and rectum. At first it started out just feeling like there was a knife blade caught inside, and now it just feels like the skin is, in addition, the skin is abraded. It feels like it should be bleeding. Celeste tried injections into the nerve to block the pain, but they weren't successful, so she decided to have a surgical procedure to correct it. We cut the ligaments, and we open up this little channel that it runs in deep in the pelvis and free the nerve up and then actually shift it into a new location where it's not under any tension at all. So if you're experiencing severe pain when sitting, you've seen many doctors and still aren't sure what's going on, you may have pudendal nerve entrapment. So discuss this option with your doctor. With today's focus on health, I'm Dr. Karen Johnson. Well, try to imagine this, living with pain so severe that you go from doctor to doctor and no one can help you. And imagine not being able to sit. It's no laughing matter. Medical reporter Kristi Meyer is here with a new treatment that's going to give some relief. The problem too with diagnosis are the pain is so severe most people can't sit, but it's embarrassing then when they go to the doctor, it's usually misdiagnosed. Gina Keisler was an avid cyclist until she took a rough fall off her bike. She landed on her bottom, causing an injury that began a decade of pain. It's unbearable, it's intractable, it's unspeakable. I call it a modern torture. Gina who lives in Indianapolis went to some 40 medical specialists before coming to Houston for a new surgery. To take a person who is confident, who has every reason to live their life, to have suicidal ideations, this is a saving grace. Dr. Kenneth Rainey knows how bad her pain is. He had it too after being hit by a car as he rode his bicycle. The worst problem is that you can't sit and socially you're really restricted in what you can do. Your life resolves around sitting in the chair in the recliner so that you don't have pain. The injury causes the pudendal nerve which goes to the rectum, bladder and reproductive organs to be squeezed by ligaments. Rainey saw a dozen doctors before going to France for surgery. He then took a Houston team back for training. Went over and we spent two weeks there and we learned the French technique so that I could bring them back, French trained so that we can offer this to American patients. And it's not just cyclists that can have this kind of pain. It can happen to people who wrestle. It can happen after a fall if you're rollerblading or ice skating. And it can even occur after childbirth or after gynecological surgery. Gina came from Indianapolis for surgery. When they released the pressure on the nerve, she has a 60% chance of being cured. To go through it on an hourly basis with no end in sight is just a living hell. We hope this is the end in sight. After today's surgery, Gina may have immediate relief or it could take up to two years. For more information on pudendal pain, we've linked our website to Memorial Hermann's. The hospital's PNE team has treated 115 patients in less than two years. Almost all were misdiagnosed by other doctors. With today's health check, I'm Kristi Myers. From Houston's News Leader, this is 13 Eyewitness News, Live at 5. I'm Kristi Myers. Imagine not being able to sit because of the pain. How one young woman who was suicidal had her life turned around. That story coming up later on Live at 5. She suffered from unspeakable pain that prevented her from even sitting down. It would take a person who is confident, who has every reason to live their life, to have suicidal ideations. This is a saving place. 13's Kristi Myers with how she got the pain to stop. Well, a couple of weeks ago we told you about a young woman who had so much pain that she couldn't even sit down. In fact, she became suicidal. What happened was a bicycle fall first caused that pain, but after a decade she became desperate. So this is the story of how her life was changed. This was Gina Kiesler two weeks ago, in so much pain she couldn't sit down. To go through it on an hourly basis with no end in sight is just a living hell. The pain began when this long distance bicycle rider fell off and landed on her seat. It's unbearable, it's intractable, it's unspeakable. I call it a modern torture. She saw more than 40 medical specialists in Indiana before coming to Houston for a new surgery she prayed would help. To take a person who is confident, who has every reason to live their life, to have suicidal ideations, this is a saving grace. It's a terribly disabling syndrome. People have a horrible burning pain in their bottom. The pudendal nerve, which goes to the rectum, bladder and reproductive organs, can get trapped or squeezed between ligaments. And we cut those ligaments, releasing the nerve. And then once we've done that, it takes time in most people for the nerve to recover. Surgeons at Memorial Hermann Southwest had to go to France to learn the surgery. I can have my vitality back, my personality, my energy, my zest for life. And this was Gina only three days after surgery. I really don't feel any of the deep aching or the burning sensations that I would have deep in my buttock area. And that's just really exciting. Christy Myers, 13, Eyewitness News.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
9P9w5gnH8qs,"My name is Sydney Myers and I'm a physician assistant with the Pedendal Neuralgia program. Pedendal neuralgia is a very complicated medical problem. Gynecological issues involving the uterus and cervix as well as urological issues involving the prostate can all present similarly to Pedendal Neuralgia. There are also musculoskeletal problems involving the hips and hernias which can also mimic Pedendal Neuralgia. The human body has difficulty differentiating pain especially within the pelvis which is why we order imaging to help make our diagnosis. A typical workup includes an MRI of the lumbar spine throughout any spinal abnormalities as well as an MR neurography to help visualize the Pedendal nerve, the pelvis, and the hips. We also order a CT guided Pedendal nerve injection to help provide the patients with pain relief as well as to help make our diagnosis. All patients require pre-operative testing. Each patient needs to have lab work completed. It is up to the surgeon's discretion whether the patient requires a medical clearance. For example, if a patient has cardiac medical problems then they'll need a cardiac clearance prior to surgery. The nurses will provide the patients with scripts for lab work and EKGs as well as clearance forms. The patients will then be able to take those scripts and clearance forms to their primary care provider or any other physician they need to take them to to have it completed. All patients require to have the lab work completed and appropriate clearances prior to the surge and performing the Pedendal nerve decompression surgery.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
vj-_D9q4Krw,"In this video, we would like to present alloparoscopic pudendal neuralysis for the pudendal neuralgia treatment. The case is a 54 year old female. The background was two vaginal deliveries, two episodes of trauma over the coxis and repetition cystitis. For the last four years, she complains about dyspareunia and pain in the left vaginal and perianal region. The pain is worse with defecation and urination. The pain is very intense, 9 in the visual analogical scale and gets worse throughout the day and when sitting up. It's a pain in bed and allowing to sleep normally. Clinical findings, sensibility, research, intense pain when pressing the left ischial spine, pelvic MNR without pathological findings. See the guided pudendal block, positive diagnostic response. Based on Nantes criteria, the patient was diagnosed of left pudendal neuralgia and trait in the pain unit by neuromodulator drugs and radiofrequency following our protocol. The outcome was unsatisfactory, so the surgery was decided. The surgeon is placed in the side opposite to the nerve to be released. We usually use four truckers, three of five and one of ten millimeters. We are located in the left side of the pelvis and our first objective is locating both, the umbilical artery that is going to be our medial limit and the iliac vein that will be our lateral limit. Once the umbilical artery is located, the peritoneum between the vein and the artery is cut as mentioned and we access to the obturator fossa. We move forward in our dissection downwards and towards. Here we meet up again with the umbilical artery that as we are saying it's our medial limit. We keep moving forward and the next structure that we are going to find is the obturator nerve that is going to serve as well as lateral limit. Right below the obturator nerve, the obturator vein appears. This vein is surrounded by the fat tissue that we should medially reject in order to make progress in our dissection. It's convenient to create an adequate field of vision because as you can see this area is fully occupied by relevant vascular structures with a high risk of bleeding. That way having an adequate field will make easier in case we have any incident during the surgery. We keep moving forward and here we are getting rid of more adipose tissue and we come up with a muscular structure named myotendinous arc. This structure is important because right below it we locate the sciatic spine that is a key anatomic point in this surgery because the sacral spinal ligament is inserted in it. In this moment we are cutting the coccygeus muscle that is a thin and wide muscular structure that covers the sacral spinal ligament. It's convenient to use some sort of energy system. In this case we are using bipolar energy because this is a structure that bleeds with relative ease. Once we finish cutting the coccygeus muscle the sacral spinal ligament is exposed. This is a strong fairly wide structure that we will cut as close as possible to the sciatic spine. When we start cutting the sacral spinal ligament the pudendal neurovascular complex structures appears. Here we can see both the pudendal vein and artery. We keep cutting the ligament until reach a fatty tissue that will indicate the end of our section and the beginning of the alkyl scanal. Here we can see the fat tissue. Right in this moment the pudendal nerve is left uncovered and completely released. Once the nerve is released we just have to check the mustaches and we conclude our procedure by routinely instilling a mixture of corticoid and local anesthetic. We don't put any drainage and of course we close the peritoneal defect. The follow-up of the office was at one, three and six months and the visual anologic scale was two, nine preoperative. Thank you for your attention.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
itJivQNHQPM,"Pedendal nerve palsy. Damage to the pudendal nerve can occur suddenly as a result of trauma to the pelvic region, prolonged bicycling, fractures or from falls. The pudendal nerve re-enters the pelvis under the sacrotuberous ligament and gives three branches. The first branch, the inferior rectal nerve, provides rectal tone and perianal sensation. The second branch, the perineal nerve, gives scrotal sensation. The third branch, the dorsal nerve of the penis, gives branches to the corpus callosum. The pudendal nerve arises from S2, S3 and S4. The pudendal nerve carries sensation to the external genitalia, the lower rectum and the perineum. Symptoms of pudendal nerve palsy can start suddenly or develop over time. The symptoms include loss of sensation or numbness, burning or stabbing pain, difficulty with bladder and bowel function, and sexual dysfunction. Causes include prolonged sitting exercises such as bicycling or following fracture table traction. Treatment options include rest, physical therapy, stretches and exercises, anti-inflammatory medication, injection or nerve block, surgery as a last resort. Prevention suggestions for bicyclists include change the seating position while riding the bicycle or change the seat from a narrow seat to a wider seat. All my videos and this video is for educational purposes only. Please consult your doctor before you make any decision about your medical care.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
v_svimhWU9c,"Hey, we're back with another episode of ""10 patients in 10 minutes."" And this one episode one: pelvic floor pain, and could also be a case of pudendal pain. And those can be used interchangeably, and sometimes they cannot. We're gonna specifically call out one case in this series that was in fact a pudendal nerve pain and we know that for sure. So we are going to look at these three cases, starting with the youngest gentlemen...all these will be males. Pelvic floor pain, I don't remember what specific side, but it also included some genitourinary symptoms...such as problems with an erection. I'm gonna go ahead and draw in some of the changes so you can see the shift that's here in the body. This is the lower pelvic area, this is splitting the middle of the pelvis and you can see how on the image on the left the upper body masss leans over towards the right. We've got less lean in the upper body mass in the post correction image. Less lean of the head and the neck back to the left, like we do here. And it's kind of hard to visualize because of the plane that we're looking at it, but if you look at the shoulder you're going to see that this image has a little bit more forward rotation here. So this is how he unwinds after his first correction. He comes for a couple visits and has about 50% reduction in the pelvic floor pain. This is the second case, a male, quite a bit older he has overlying symptoms and this is often what we see with the pelvic floor pain, involving the bladder and the pelvic floor. As it turns out the bladder issues would need to be resolved surgically, but the pelvic floor problem would still remain. They thought that perhaps that pelvic floor would calm down after the bladder surgery but it did not. So what we're gonna do here is we're going to point out the shift that was possible in his pelvis. See this here...that here that's the center of the pelvis. You can see the elevation on this right hip and just kind of how that hip and pelvis was rotated. You can see the way that his body mass goes over away from the high hip over towards the left side, and the way that his head and his neck counter balance back towards the right. The post correction image clearly shows that he's more on the vertical axis. He's standing taller. There's less hip issues. The pelvic floor problem would resolve both by unlocking the neck in the protocol that I use to do that, as well as specifically adjusting and releasing L3. The L3 vertebra in this case was very much rotated and that needed to be unlocked in order for complete resolution of the pelvic floor pain. Moving on to the third and final case which has been featured in other articles on my website because it's a very satisfying case in the sense that the patient's symptoms are around for quite some time...And this was a true pudendal neuralgia in the sense that the symptoms went from the base or the pelvic floor all the way out via the genitals and had some associated symptoms with that. I won't get into too many details on that. But here you see the shift and the upright body structure and the pelvis after the first release, specifically in this case, just cervical spine only. Again the center of the pelvic mass. Again you see a lean of a way of the body from the side of the high hip. The high hip was actually over here that's not well indicated by this line. There's forward rotation of the body towards this side. You can kind of visualize that that rotation comes out, and you can see how the both the head of the neck come back to a vertical after that release. And I was quite happy with how this gentleman shifted. And there is...over some time...it took a little while. And in general a complete resolution of the pudendal nerve pain, and then the symptoms associated with the pelvic floor which could also include some posterior hip pain, they are mostly gone. On occasion there is a flare-up. Okay so that was the final installment of ""10 patients in 10 minutes."" Dr. Zachary ward here at Life In Alignment Chiropractic, If you've any questions about anything in this video, or any of the other videos (clearly we've gone over one minute for this video) but you can look up more at LIAChiro.com. You can call my office line: 248-598-4002. Also on Facebook at /LIAChiropractic. I hope you found this informative, especially if you do deal with pelvic floor pain. Have a great evening.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
f72f8mRvA5Q,"I've had Crohn's since I was 21 years old and it was very aggressive. Riding in a car was hard and painful, let alone airplane flights and all of that. Just anything where you sit up in a chair, which is everything. Watching games, you know, riding a bike, riding a horse, doing anything. She came to us feeling very hopeless and feeling like she was at the end of her rope. There's a small yellow structure right down in there and that's called the pudendal nerve. It runs right under this ligament and then turns the corner and ends up running right in here. Okay? And that was the source for pain. And I'm sitting here and I'm not in pain from sitting here, which is nothing short of a miracle to me. So I'm grateful and thankful for anyone out there that needs to have something done that Dr. Agala can help them with. She definitely needs to do it. We were able to give her temporary relief, at least for a few hours of the pain. She said she hadn't been pain-free like that in years and we were very excited to help her with that. Thankfully, this will help us figure out exactly what to do. The pudendal nerve is a nerve that I operate on. I do it fairly routinely. More than anything, while we're excited to be able to make a diagnosis, what I'm most excited about is being able to offer Darcy something she hasn't had in a really long time. And that's hope. But don't wait. Get it done. He's very good. He's very gentle. He tells you everything he's going to do. He takes the time with you. A lot of doctors don't give you. And that is priceless in a doctor. I'm very excited to partner with Darcy in this journey to help her regain control of her life and to bring back hope into her life.",Pudendal Nerve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
